,art,sub or obj
2163,and slightly better than men in black 2 as far as slapdash extraterrestrial comedies go .,1
2164,elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly,1
2165,watch snatch again . it's 51 times better than this .,1
2166,hoffman's performance is authentic to the core of his being .,1
2167,i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted,1
2168,and there still could have been room for the war scenes .,1
2169,a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .,1
2170,exploits [headbanger] stereotypes in good fun,1
2171,while adding a bit of heart and unsettling subject matter .,1
2172,a dizzying digital video oddyssey through the snowy woods of upstate new york .,1
2173,more than the last time around,1
2174,it has elements that might help divert those bigger people who find themselves unavoidably in attendance .,1
2175,the film's thoroughly recycled plot and tiresome jokes . . . drag the movie down .,1
2176,a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video .,1
2177,like a comedian who starts off promisingly but then proceeds to flop,1
2178,comedian runs out of steam after a half hour .,1
2179," "" the best disney movie since the lion king """,1
2180,the storytelling may be ordinary,1
2181,but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema .,1
2182,uses sharp humor and insight into human nature to examine class conflict,1
2183,adolescent yearning,1
2184,the roots of friendship and sexual identity .,1
2185,a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .,1
2186,i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,1
2187,although mainstream american movies tend to exploit the familiar,1
2188,every once in a while a film arrives from the margin that gives viewers a chance to learn,1
2189,to grow,1
2190,to travel .,1
2191,the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .,1
2192,the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,1
2193,jason x has cheesy effects and a hoary plot,1
2194,but its macabre,1
2195,self-deprecating sense of humor makes up for a lot .,1
2196,mature,1
2197,graceful documentary on conservative christian parents with homosexual children .,1
2198,while some will object to the idea of a vietnam picture with such a rah-rah,1
2199,patriotic tone,1
2200,soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .,1
2201,i can't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,1
2202,the script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for spy kids .,1
2203,the journey to the secret's eventual discovery is a separate adventure,1
2204,and thrill enough .,1
2205,the script covers huge,1
2206,heavy topics in a bland,1
2207,surfacey way that doesn't offer any insight into why,1
2208,for instance,1
2209,good things happen to bad people .,1
2210,mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera,1
2211,the better to focus on the hero's odyssey from cowering poverty to courage and happiness .,1
2212,it would be a mistake to write this movie off as yet another star is born-type biopic about the rise and fall of a latter&#8209 ,1
2213,day celebrity . schrader is after something deeper here and even when he misses the mark,1
2214,the film remains involving .,1
2215,one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .,1
2216,jones has crafted a natty narrative that,1
2217,enhanced by erin nordstrom's editing,1
2218,is filled with payoffs .,1
2219,it's all gratuitous before long,1
2220,as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .,1
2221,there's not a comedic moment in this romantic comedy .,1
2222,smith's approach is never to tease,1
2223,except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .,1
2224,the animation merely serves up a predictable,1
2225,maudlin story that swipes heavily from bambi and the lion king,1
2226,yet lacks the emotional resonance of either of those movies .,1
2227,beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small,1
2228,sweet 'evelyn . ',1
2229,a deliberative account of a lifestyle characterized by its surface-obsession Â– one that typifies the delirium of post,1
2230,pre,1
2231,and extant stardom .,1
2232,tsai may be ploughing the same furrow once too often .,1
2233,russian ark moves beyond a simple technical exercise and into the realm of greatness . it's a masterpiece on every level .,1
2234,a coming-of-age film that avoids the cartoonish clichÃ©s and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .,1
2235,this humbling little film,1
2236,fueled by the light comedic work of zhao benshan and the delicate ways of dong jie,1
2237,is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . ',1
2238,a documentary to make the stones weep -- as shameful as it is scary .,1
2239,savvy director robert j . siegel and his co-writers keep the story subtle and us in suspense .,1
2240,although olivier assayas' elegantly appointed period drama seems,1
2241,at times,1
2242,padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two .,1
2243,whenever you think you've figured out late marriage,1
2244,it throws you for a loop .,1
2245, . . . perhaps the heaviest,1
2246,most joyless movie ever made about giant dragons taking over the world .,1
2247,without blowing the jokes we can say that,1
2248,if you have found that your sense of humor fit well with christopher guest's screen outings,1
2249,you'll find yourself in the flow with shearer as well .,1
2250,if oscar had a category called best bad film you thought was going to be really awful but wasn't,1
2251,guys would probably be duking it out with the queen of the damned for the honor .,1
2252, . . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good,1
